Category ID,Quantity,Region,Supplier ID,Buyer ID,Transport Type,Dispatch Mode,Days
52,3000,West,717,6723,Seller Transport,Seller to Warehouse,b
87,3500,North,15358,15835,Seller Transport,Seller to Buyer,b
87,6000,North,15358,15835,Seller Transport,Seller to Buyer,b
87,7000,North,15358,15835,Seller Transport,Seller to Buyer,b
52,500,West,8534,6723,Seller Transport,Seller to Warehouse,b
52,14400,North,11701,6723,Seller Transport,Seller to Warehouse,b
118,1,West,15818,2519,Bizongo Transport,Seller to Warehouse,b
95,5194,West,1479,6424,Bizongo Transport,Seller to Buyer,b
52,500,South,15887,15154,Seller Transport,Seller to Warehouse,b
52,500,South,15887,15154,Seller Transport,Seller to Warehouse,b
52,300,South,15887,15154,Seller Transport,Seller to Warehouse,b
10,100000,South,3903,10081,Seller Transport,Seller to Warehouse,b
95,1776,West,1479,6424,Bizongo Transport,Seller to Buyer,b
87,10000,North,10231,12892,Seller Transport,Seller to Warehouse,b
90,80000,North,10412,12892,Seller Transport,Seller to Warehouse,b
90,100000,North,10412,12892,Seller Transport,Seller to Warehouse,b
52,5000,South,14591,6723,Seller Transport,Seller to Buyer,b
52,1000,South,14661,11462,Seller Transport,Seller to Buyer,b
184,10000,North,15667,8474,Bizongo Transport,Seller to Warehouse,b
10,2800,North,10412,6723,Seller Transport,Seller to Warehouse,b
10,5000,North,10412,6723,Seller Transport,Seller to Warehouse,b
10,40000,North,10412,6723,Seller Transport,Seller to Warehouse,b
87,5000,North,15358,12892,Seller Transport,Seller to Warehouse,b
189,1113,West,14037,17077,Seller Transport,Seller to Buyer,b
189,2395,West,14037,17077,Seller Transport,Seller to Buyer,b
52,200,North,11701,6723,Seller Transport,Seller to Buyer,b
52,250,North,11701,6723,Seller Transport,Seller to Buyer,b
52,950,North,11701,6723,Seller Transport,Seller to Buyer,b
52,1000,North,11701,6723,Seller Transport,Seller to Buyer,b
52,4000,North,11701,6723,Seller Transport,Seller to Buyer,b
95,800,West,1479,6424,Bizongo Transport,Seller to Buyer,b
145,560,West,2894,17288,Bizongo Transport,Seller to Buyer,b
145,2240,West,2894,17288,Bizongo Transport,Seller to Buyer,b
95,1184,West,1479,6424,Bizongo Transport,Seller to Buyer,b
95,700,West,1479,6424,Bizongo Transport,Seller to Buyer,b
47,1300,West,15500,11462,Seller Transport,Seller to Buyer,b
52,4000,West,818,12341,Seller Transport,Seller to Buyer,b
52,25000,West,15048,9696,Seller Transport,Seller to Warehouse,b
118,1000,West,1479,2519,Bizongo Transport,Seller to Buyer,b
118,411,West,1479,2519,Bizongo Transport,Seller to Buyer,b
118,384,West,1479,2519,Bizongo Transport,Seller to Buyer,b
189,3000,West,14037,17077,Bizongo Transport,Seller to Buyer,b
52,14028,North,16564,6723,Seller Transport,Seller to Buyer,b
189,2107,West,14037,17077,Bizongo Transport,Seller to Buyer,b
189,817,West,14037,17077,Bizongo Transport,Seller to Buyer,b
189,1200,West,14037,17077,Bizongo Transport,Seller to Buyer,b
189,2000,West,14037,17077,Bizongo Transport,Seller to Buyer,b
189,2170,West,14037,17077,Bizongo Transport,Seller to Buyer,b
87,50000,North,16950,15835,Seller Transport,Seller to Buyer,b
95,1184,West,1479,6424,Bizongo Transport,Seller to Buyer,b
52,1355,North,11701,6723,Seller Transport,Seller to Buyer,b
52,5350,North,11701,6723,Seller Transport,Seller to Buyer,b
52,6700,North,11701,6723,Seller Transport,Seller to Buyer,b
52,453,North,11701,6723,Seller Transport,Seller to Buyer,b
10,9700,North,10412,11801,Seller Transport,Seller to Warehouse,b
10,20200,North,10412,11801,Seller Transport,Seller to Warehouse,b
10,38200,North,10412,11801,Seller Transport,Seller to Warehouse,b
52,3000,North,14977,11462,Seller Transport,Seller to Buyer,b
87,7000,North,15358,15835,Seller Transport,Seller to Buyer,b
52,500,South,15887,15154,Seller Transport,Seller to Warehouse,b
52,500,South,15887,15154,Seller Transport,Seller to Warehouse,b
52,15000,South,14591,6723,Seller Transport,Seller to Warehouse,b
48,5000,South,13732,13250,Seller Transport,Seller to Buyer,b
95,4300,West,1479,6424,Bizongo Transport,Seller to Buyer,b
52,18000,South,14534,6723,Seller Transport,Seller to Warehouse,b
52,3000,North,14977,11462,Seller Transport,Seller to Buyer,b
95,1120,West,1479,6424,Bizongo Transport,Seller to Buyer,b
47,3800,South,14663,11462,Seller Transport,Seller to Buyer,b
145,5000,West,15483,16728,Seller Transport,Seller to Buyer,b
145,10000,West,15483,16728,Seller Transport,Seller to Buyer,b
52,3000,South,14661,11462,Seller Transport,Seller to Buyer,b
52,2000,South,14661,11462,Seller Transport,Seller to Buyer,b
87,10000,North,10231,12892,Seller Transport,Seller to Warehouse,b
52,17500,South,14591,6723,Seller Transport,Seller to Warehouse,b
52,1,North,16564,6723,Seller Transport,Seller to Warehouse,b
52,500,North,16564,6723,Seller Transport,Seller to Warehouse,b
52,5000,South,13226,6723,Seller Transport,Seller to Warehouse,b
52,5000,North,16564,16058,Seller Transport,Seller to Buyer,b
90,60000,North,10412,12892,Seller Transport,Seller to Warehouse,b
87,10000,North,10231,12892,Seller Transport,Seller to Warehouse,b
87,5000,North,10231,12892,Seller Transport,Seller to Warehouse,b
52,3000,South,14661,11462,Seller Transport,Seller to Buyer,b
10,10000,South,3903,16857,Seller Transport,Seller to Warehouse,b
10,45000,South,3903,16857,Seller Transport,Seller to Warehouse,b
10,60000,South,3903,16857,Seller Transport,Seller to Warehouse,b
52,25000,North,12797,4304,Seller Transport,Seller to Warehouse,b
52,570,North,16564,5843,Seller Transport,Seller to Warehouse,b
52,20000,North,16564,5843,Seller Transport,Seller to Warehouse,b
87,18000,North,10231,12892,Seller Transport,Seller to Warehouse,b
52,6000,North,11701,6723,Seller Transport,Seller to Buyer,b
52,3300,South,14661,11462,Seller Transport,Seller to Buyer,b
87,10000,North,10231,12892,Seller Transport,Seller to Warehouse,b
52,1000,South,14661,11462,Seller Transport,Seller to Buyer,b
87,10000,North,10231,12892,Seller Transport,Seller to Warehouse,b
87,5000,North,10231,12892,Seller Transport,Seller to Warehouse,b
87,5000,North,15358,12892,Seller Transport,Seller to Warehouse,b
87,5000,North,10231,12892,Seller Transport,Seller to Warehouse,b
52,1200,North,16564,17369,Bizongo Transport,Seller to Buyer,b
52,300,North,16564,6723,Seller Transport,Seller to Buyer,b
52,60000,North,12797,4304,Seller Transport,Seller to Warehouse,b
52,500,North,11701,6723,Seller Transport,Seller to Warehouse,b
52,1000,North,11701,6723,Seller Transport,Seller to Warehouse,b
52,21500,South,14534,6723,Seller Transport,Seller to Warehouse,b
52,100,North,7522,12692,Seller Transport,Seller to Buyer,b
52,150,North,7522,12692,Seller Transport,Seller to Buyer,b
52,175,North,7522,12692,Seller Transport,Seller to Buyer,b
52,600,North,7522,12692,Seller Transport,Seller to Buyer,b
52,1400,North,7522,12692,Seller Transport,Seller to Buyer,b
87,10000,North,10231,12892,Seller Transport,Seller to Warehouse,b
52,68000,North,12797,4304,Seller Transport,Seller to Warehouse,b
52,2200,North,11701,6723,Seller Transport,Seller to Warehouse,b
52,19400,North,11701,6723,Seller Transport,Seller to Warehouse,b
52,2,West,15048,18071,Bizongo Transport,Seller to Buyer,b
52,87,West,15048,18071,Bizongo Transport,Seller to Buyer,b
10,5000,South,3903,15154,Bizongo Transport,Seller to Warehouse,b
10,5000,South,11641,15154,Bizongo Transport,Seller to Warehouse,b
52,2750,North,15535,17567,Seller Transport,Seller to Buyer,b
52,1600,North,15535,17567,Seller Transport,Seller to Buyer,b
95,400,West,1479,6424,Bizongo Transport,Seller to Buyer,b
52,87,West,15048,18071,Bizongo Transport,Seller to Buyer,b
52,956,North,15535,17567,Seller Transport,Seller to Buyer,b
8,10,North,7522,10592,Seller Transport,Seller to Buyer,b
8,20,North,7522,10592,Seller Transport,Seller to Buyer,b
95,1120,West,1479,6424,Bizongo Transport,Seller to Buyer,b
95,1152,West,1479,6424,Bizongo Transport,Seller to Buyer,b
95,1680,West,1479,6424,Bizongo Transport,Seller to Buyer,b
8,29000,West,14775,5470,Bizongo Transport,Seller to Buyer,b
87,10000,North,10231,12491,Seller Transport,Seller to Warehouse,b
87,20000,North,11787,10592,Seller Transport,Seller to Warehouse,b
52,12500,North,7522,17149,Seller Transport,Seller to Buyer,b
184,150,North,1007,12692,Bizongo Transport,Seller to Buyer,b
87,5000,North,10231,12892,Seller Transport,Seller to Warehouse,b
52,4000,North,11701,6723,Seller Transport,Seller to Warehouse,b
52,27500,North,11701,4304,Seller Transport,Seller to Warehouse,b
52,500,West,880,14946,Bizongo Transport,Seller to Buyer,b
52,1000,West,880,14946,Bizongo Transport,Seller to Buyer,b
10,30000,North,10412,6723,Seller Transport,Seller to Warehouse,b
52,810,South,14591,17159,Seller Transport,Seller to Warehouse,b
52,970,South,14591,17159,Seller Transport,Seller to Warehouse,b
52,1000,South,14591,17159,Seller Transport,Seller to Warehouse,b
52,2700,North,11701,4304,Seller Transport,Seller to Warehouse,b
10,26000,North,10412,6723,Seller Transport,Seller to Warehouse,b
87,15000,North,15358,15835,Seller Transport,Seller to Warehouse,b
95,500,West,1479,6424,Bizongo Transport,Seller to Buyer,b
95,997,West,1479,6424,Bizongo Transport,Seller to Buyer,b
10,72000,West,11465,16130,Seller Transport,Seller to Buyer,b
52,135,South,13226,6723,Seller Transport,Seller to Buyer,b
52,9000,West,14647,13633,Bizongo Transport,Seller to Buyer,b
52,19500,West,14927,13633,Bizongo Transport,Seller to Buyer,b
52,1500,North,11701,13875,Seller Transport,Seller to Warehouse,b
52,3000,North,11701,13875,Seller Transport,Seller to Warehouse,b
52,5000,North,11701,13875,Seller Transport,Seller to Warehouse,b
52,9400,North,11701,13875,Seller Transport,Seller to Warehouse,b
52,800,South,10514,6723,Seller Transport,Seller to Warehouse,b
52,2000,West,818,10494,Seller Transport,Seller to Buyer,b
52,5600,South,11744,6723,Seller Transport,Seller to Warehouse,b
52,3949,North,14768,11462,Seller Transport,Seller to Buyer,b
8,60000,North,14081,9696,Seller Transport,Seller to Warehouse,b
90,45000,North,10412,12892,Seller Transport,Seller to Warehouse,b
90,193000,North,10412,12892,Seller Transport,Seller to Warehouse,b
52,25000,West,818,2519,Bizongo Transport,Seller to Buyer,b
10,7000,North,10412,6723,Seller Transport,Seller to Warehouse,b
10,50000,North,10412,6723,Seller Transport,Seller to Warehouse,b
87,10000,North,10231,13963,Seller Transport,Seller to Warehouse,b
47,1000,North,7522,12692,Seller Transport,Seller to Buyer,b
52,48,North,7522,12692,Seller Transport,Seller to Buyer,b
52,100,North,7522,12692,Seller Transport,Seller to Buyer,b
52,2400,South,14534,6723,Seller Transport,Seller to Warehouse,b
48,1450,South,13732,13250,Seller Transport,Seller to Buyer,b
87,8000,North,10231,10592,Seller Transport,Seller to Warehouse,b
52,6000,North,14977,11462,Seller Transport,Seller to Buyer,b
52,2000,West,818,1528,Seller Transport,Seller to Buyer,b
52,210,North,11701,6723,Seller Transport,Seller to Buyer,b
52,1460,North,11701,6723,Seller Transport,Seller to Warehouse,b
52,24000,West,14037,4304,Seller Transport,Seller to Warehouse,b
10,100000,North,10412,652,Seller Transport,Seller to Warehouse,b
97,15,West,1479,10081,Bizongo Transport,Seller to Buyer,b
97,20,West,1479,10081,Bizongo Transport,Seller to Buyer,b
101,1000,South,7928,10297,Bizongo Transport,Seller to Buyer,b
52,500,North,11701,6723,Seller Transport,Seller to Buyer,b
52,200,North,11701,6723,Seller Transport,Seller to Buyer,b
52,200,North,11701,6723,Seller Transport,Seller to Buyer,b
101,1000,South,7928,10297,Bizongo Transport,Seller to Buyer,b
101,1000,South,7928,10297,Bizongo Transport,Seller to Buyer,b
46,1020,West,13292,8131,Bizongo Transport,Seller to Warehouse,b
46,1530,West,13292,8131,Bizongo Transport,Seller to Warehouse,b
48,1450,South,13732,14144,Seller Transport,Seller to Warehouse,b
48,556,South,13732,14144,Seller Transport,Seller to Warehouse,b
48,1044,South,13732,14144,Seller Transport,Seller to Warehouse,b
52,16000,West,717,6723,Seller Transport,Seller to Warehouse,b
52,5000,North,14977,11462,Seller Transport,Seller to Buyer,b
52,425,West,5238,6723,Seller Transport,Seller to Warehouse,b
52,2875,West,5238,6723,Seller Transport,Seller to Warehouse,b
52,500,West,14037,14946,Bizongo Transport,Seller to Buyer,b
52,750,West,14037,14946,Bizongo Transport,Seller to Buyer,b
87,5000,North,10231,15154,Seller Transport,Seller to Warehouse,b
52,200,West,5238,6723,Bizongo Transport,Seller to Warehouse,b
52,300,West,15048,9696,Bizongo Transport,Seller to Warehouse,b
52,4000,West,15048,9696,Bizongo Transport,Seller to Warehouse,b
90,25000,North,10412,13164,Bizongo Transport,Seller to Buyer,b
87,13000,North,11401,13963,Seller Transport,Seller to Warehouse,b
52,100,North,11701,6723,Seller Transport,Seller to Buyer,b
52,50,North,11701,6723,Seller Transport,Seller to Buyer,b
52,3900,North,11701,13875,Seller Transport,Seller to Buyer,b
87,10000,South,16142,15574,Seller Transport,Seller to Warehouse,b
8,40000,West,14775,5470,Seller Transport,Seller to Buyer,b
97,2,West,11302,10297,Bizongo Transport,Seller to Warehouse,b
52,500,West,15500,11462,Seller Transport,Seller to Buyer,b
52,400,West,15500,11462,Seller Transport,Seller to Buyer,b
90,100000,North,10412,12892,Seller Transport,Seller to Warehouse,b
90,200000,North,10412,12892,Seller Transport,Seller to Warehouse,b
52,3000,North,11701,6723,Seller Transport,Seller to Buyer,b
52,100,North,11701,6723,Seller Transport,Seller to Buyer,b
52,100,North,11701,6723,Seller Transport,Seller to Buyer,b
95,1440,West,1479,6424,Bizongo Transport,Seller to Buyer,b
52,6000,West,5238,6723,Seller Transport,Seller to Warehouse,b
48,20000,North,11701,4304,Seller Transport,Seller to Warehouse,b
52,1720,North,14977,11462,Seller Transport,Seller to Buyer,b
95,50,West,1479,6723,Bizongo Transport,Seller to Buyer,b
52,600,South,11744,6723,Seller Transport,Seller to Warehouse,b
52,10400,West,5238,6723,Seller Transport,Seller to Warehouse,b
52,1160,North,14977,11462,Seller Transport,Seller to Buyer,b
52,450,South,13226,6723,Seller Transport,Seller to Buyer,b
52,100000,North,11701,4304,Seller Transport,Seller to Buyer,b
184,6000,North,1007,4304,Bizongo Transport,Seller to Buyer,b
10,2800,North,10412,11801,Seller Transport,Seller to Warehouse,b
10,10000,North,10412,11801,Seller Transport,Seller to Warehouse,b
10,10400,North,10412,11801,Seller Transport,Seller to Warehouse,b
10,14100,North,10412,11801,Seller Transport,Seller to Warehouse,b
10,17800,North,10412,11801,Seller Transport,Seller to Warehouse,b
10,20300,North,10412,11801,Seller Transport,Seller to Warehouse,b
10,24300,North,10412,11801,Seller Transport,Seller to Warehouse,b
10,29801,North,10412,11801,Seller Transport,Seller to Warehouse,b
10,50200,North,10412,11801,Seller Transport,Seller to Warehouse,b
10,56600,North,10412,11801,Seller Transport,Seller to Warehouse,b
52,33250,South,14591,6723,Seller Transport,Seller to Warehouse,b
52,4000,South,14591,6723,Seller Transport,Seller to Warehouse,b
52,250,West,8534,6723,Seller Transport,Seller to Warehouse,b
52,200,West,8534,6723,Seller Transport,Seller to Warehouse,b
184,10000,West,16565,4304,Bizongo Transport,Seller to Buyer,b
90,50,North,16333,12692,Bizongo Transport,Seller to Buyer,b
52,12000,South,11744,6723,Seller Transport,Seller to Warehouse,b
52,32000,South,11744,6723,Seller Transport,Seller to Warehouse,b
184,420,West,5238,4304,Bizongo Transport,Seller to Buyer,b
184,3000,North,1007,4304,Bizongo Transport,Seller to Buyer,b
52,2344,North,14977,11462,Seller Transport,Seller to Buyer,b
52,800,South,14534,6723,Seller Transport,Seller to Buyer,b
52,800,South,14534,6723,Seller Transport,Seller to Buyer,b
52,15000,South,14591,6723,Seller Transport,Seller to Warehouse,b
52,2000,North,11701,6723,Seller Transport,Seller to Buyer,b
145,5000,North,15360,16223,Bizongo Transport,Seller to Buyer,b
8,45000,West,14775,5470,Bizongo Transport,Seller to Buyer,b
97,4,West,1479,16335,Bizongo Transport,Seller to Buyer,b
52,29000,South,14534,6723,Seller Transport,Seller to Warehouse,b
52,1000,South,14661,11462,Seller Transport,Seller to Buyer,b
52,1500,South,15887,6723,Seller Transport,Seller to Buyer,b
52,800,South,15887,6723,Seller Transport,Seller to Buyer,b
52,600,South,15887,6723,Seller Transport,Seller to Buyer,b
52,400,South,15887,6723,Seller Transport,Seller to Buyer,b
52,2000,South,14534,6723,Seller Transport,Seller to Warehouse,b
52,500,West,818,15710,Seller Transport,Seller to Warehouse,b
97,375,West,12762,5470,Bizongo Transport,Seller to Buyer,b
87,50000,North,10231,15835,Seller Transport,Seller to Buyer,b
145,3000,West,15483,16728,Seller Transport,Seller to Buyer,b
184,20000,North,12797,4304,Bizongo Transport,Seller to Buyer,b
52,600,South,15887,6723,Seller Transport,Seller to Warehouse,b
52,170,South,15887,6723,Seller Transport,Seller to Buyer,b
52,500,South,14663,11462,Seller Transport,Seller to Buyer,b
52,500,North,15495,6723,Bizongo Transport,Seller to Buyer,b
52,21000,West,5238,6723,Seller Transport,Seller to Warehouse,b
8,1000,North,16123,15668,Seller Transport,Seller to Buyer,b
8,6000,North,16123,15668,Seller Transport,Seller to Buyer,b
52,6000,North,11701,6723,Seller Transport,Seller to Warehouse,b
8,50000,West,14775,5470,Bizongo Transport,Seller to Buyer,b
118,384,West,1479,2519,Bizongo Transport,Seller to Buyer,b
90,50000,North,10412,12892,Seller Transport,Seller to Warehouse,b
10,50000,North,10412,11665,Seller Transport,Seller to Warehouse,b
52,1000,South,14663,11462,Seller Transport,Seller to Buyer,b
52,463,North,16123,15668,Bizongo Transport,Seller to Buyer,b
52,500,North,16123,15668,Bizongo Transport,Seller to Buyer,b
52,2070,North,16123,15668,Bizongo Transport,Seller to Buyer,b
52,5000,North,16123,15668,Bizongo Transport,Seller to Buyer,b
52,500,West,818,15710,Seller Transport,Seller to Warehouse,b
52,200,North,16123,15668,Seller Transport,Seller to Buyer,b
10,38000,South,3903,10081,Seller Transport,Seller to Warehouse,b
10,40700,South,3903,10081,Seller Transport,Seller to Warehouse,b
89,20000,South,11744,13250,Seller Transport,Seller to Buyer,b
89,30000,South,11744,13250,Seller Transport,Seller to Buyer,b
87,35000,North,10231,12892,Seller Transport,Seller to Warehouse,b
10,62600,South,3903,10081,Seller Transport,Seller to Warehouse,b
52,1000,North,15495,16712,Seller Transport,Seller to Warehouse,b
52,2000,North,15495,16712,Seller Transport,Seller to Warehouse,b
52,500,North,11701,6723,Seller Transport,Seller to Buyer,b
184,7148,North,16429,8474,Bizongo Transport,Seller to Warehouse,b
52,1000,North,15495,16712,Seller Transport,Seller to Warehouse,b
52,2000,North,15495,16712,Seller Transport,Seller to Warehouse,b
52,800,South,15887,6723,Seller Transport,Seller to Buyer,b
52,2500,South,14661,11462,Seller Transport,Seller to Buyer,b
118,577,South,10681,2519,Seller Transport,Seller to Buyer,b
47,200,West,15500,11462,Seller Transport,Seller to Buyer,b
145,4000,West,4380,17288,Seller Transport,Seller to Buyer,b
189,600,West,14037,17077,Bizongo Transport,Seller to Buyer,b
52,2000,West,818,4008,Seller Transport,Seller to Warehouse,b
52,7000,South,14534,6723,Seller Transport,Seller to Warehouse,b
184,10,North,1007,17010,Bizongo Transport,Seller to Buyer,b
52,200,North,11701,6723,Seller Transport,Seller to Buyer,b
52,300,North,11701,6723,Seller Transport,Seller to Buyer,b
52,4000,North,11701,6723,Seller Transport,Seller to Buyer,b
52,5000,North,14977,11462,Seller Transport,Seller to Buyer,b
87,50000,North,11401,13963,Seller Transport,Seller to Warehouse,b
189,1118,West,14037,17077,Bizongo Transport,Seller to Buyer,b
189,830,West,14037,17077,Bizongo Transport,Seller to Buyer,b
189,300,West,14037,17077,Bizongo Transport,Seller to Buyer,b
189,1368,West,14037,17077,Bizongo Transport,Seller to Buyer,b
52,5000,North,16564,6723,Seller Transport,Seller to Buyer,b
52,2000,South,10554,8680,Seller Transport,Seller to Buyer,b
52,500,South,13226,6723,Seller Transport,Seller to Buyer,b
52,1070,South,13226,6723,Seller Transport,Seller to Buyer,b
52,500,West,3967,15668,Seller Transport,Seller to Buyer,b
87,15000,North,10231,13963,Seller Transport,Seller to Warehouse,b
52,2000,North,16564,6723,Seller Transport,Seller to Buyer,b
52,1000,South,14591,6723,Seller Transport,Seller to Buyer,b
52,500,South,14591,6723,Seller Transport,Seller to Buyer,b
52,3000,North,16564,6723,Seller Transport,Seller to Warehouse,b
90,25000,North,10412,13164,Bizongo Transport,Seller to Buyer,b
95,1236,West,1479,6424,Bizongo Transport,Seller to Buyer,b
52,100,North,11701,6723,Seller Transport,Seller to Buyer,b
52,1200,North,11701,6723,Seller Transport,Seller to Buyer,b
52,2500,North,11701,6723,Seller Transport,Seller to Buyer,b
52,2600,North,11701,6723,Seller Transport,Seller to Buyer,b
145,74340,South,3903,12892,Seller Transport,Seller to Warehouse,b
145,39900,South,3903,12892,Seller Transport,Seller to Warehouse,b
52,546,North,14977,11462,Seller Transport,Seller to Buyer,b
97,75,West,1479,10081,Bizongo Transport,Seller to Buyer,b
97,60,West,1479,10081,Bizongo Transport,Seller to Buyer,b
52,3000,South,14661,11462,Seller Transport,Seller to Buyer,b
52,650,North,16564,6723,Seller Transport,Seller to Buyer,b
52,1000,South,15887,16997,Seller Transport,Seller to Warehouse,b
52,1000,South,14663,11462,Seller Transport,Seller to Buyer,b
95,734,West,1479,6424,Bizongo Transport,Seller to Buyer,b
